Train–test;Train–test.1;Validation
Pryntex-33-Ag-08_C;Botlek-40-Ag-42_C;990-00-Ag-2_B
Pryntex-33-Ag-09_B;Botlek-40-Ag-43_D;990-00-Ag-21_B
Pryntex-33-Ag-10_C;Botlek-40-Ag-44_D;990-00-Ag-22_B
Pryntex-33-Ag-11_B;Botlek-40-Ag-45_B;990-00-Ag-24_B
Pryntex-33-Ag-12_B;Botlek-40-Ag-46_C;990-00-Ag-25_A
Pryntex-33-Ag-13_C;Botlek-40-Ag-47_D;990-00-Ag-26_A
Pryntex-33-Ag-14_B;Botlek-40-Ag-48_B;990-00-Ag-27_B
Pryntex-33-Ag-15_D;Botlek-40-Ag-49_B;990-00-Ag-28_B
Pryntex-33-Ag-16_C;Botlek-40-Ag-5_D;990-00-Ag-29_B
Pryntex-33-Ag-17_C;Botlek-40-Ag-50_D;990-00-Ag-3_B
Pryntex-33-Ag-18_C;Botlek-40-Ag-51_C;990-00-Ag-30_D
Pryntex-33-Ag-19_C;Botlek-40-Ag-52_D;990-00-Ag-31_B
Pryntex-33-Ag-20_B;Botlek-40-Ag-53_B;990-00-Ag-32_A
Pryntex-33-Ag-21_B;Botlek-40-Ag-55_D;990-00-Ag-33_A
Pryntex-33-Ag-22_B;Botlek-40-Ag-56_D;990-00-Ag-34_D
Pryntex-33-Ag-23_C;Botlek-40-Ag-57_B;990-00-Ag-35_D
Pryntex-33-Ag-24_D;Botlek-40-Ag-59_D;990-00-Ag-36_B
Pryntex-33-Ag-25_C;Botlek-40-Ag-6_D;990-00-Ag-37_B
Pryntex-33-Ag-26_D;Botlek-40-Ag-60_B;990-00-Ag-38_B
Pryntex-33-Ag-27_D;Botlek-40-Ag-7_B;990-00-Ag-39_B
Pryntex-33-Ag-28_C;Botlek-40-Ag-8_C;990-00-Ag-4_B
Pryntex-33-Ag-29_A;Botlek-40-Ag-9_B;990-00-Ag-40_B
Pryntex-33-Ag-30_C;Botlek-41-Ag-1_B;990-00-Ag-41_B
Pryntex-33-Ag-31_C;Botlek-41-Ag-10_B;990-00-Ag-43_B
Pryntex-33-Ag-32_D;Botlek-41-Ag-11_B;990-00-Ag-44_D
Pryntex-33-Ag-33_D;Botlek-41-Ag-12_D;990-00-Ag-45_B
Pryntex-33-Ag-36_B;Botlek-41-Ag-13_C;990-00-Ag-46_B
Pryntex-33-Ag-37_D;Botlek-41-Ag-14_D;990-00-Ag-48_B
Pryntex-33-Ag-38_C;Botlek-41-Ag-15_B;990-00-Ag-49_A
Pryntex-33-Ag-39_B;Botlek-41-Ag-16_D;990-00-Ag-5_A
Pryntex-33-Ag-40_B;Botlek-41-Ag-17_D;990-00-Ag-50_A
Pryntex-33-Ag-41_D;Botlek-41-Ag-18_B;990-00-Ag-6_B
Pryntex-33-Ag-43_C;Botlek-41-Ag-19_B;990-00-Ag-7_B
Pryntex-33-Ag-44_A;Botlek-41-Ag-2_B;990-00-Ag-8_B
Pryntex-33-Ag-45_B;Botlek-41-Ag-20_C;990-00-Ag-9_B
Pryntex-33-Ag-47_B;Botlek-41-Ag-21_B;990-01-Ag-1_B
Pryntex-33-Ag-48_B;Botlek-41-Ag-22_D;990-01-Ag-10_A
Pryntex-33-Ag-49_C;Botlek-41-Ag-23_C;990-01-Ag-11_A
Pryntex-33-Ag-51_C;Botlek-41-Ag-24_C;990-01-Ag-12_B
Pryntex-33-Ag-52_B;Botlek-41-Ag-25_B;990-01-Ag-13_B
Pryntex-33-Ag-53_B;Botlek-41-Ag-26_D;990-01-Ag-14_B
Pryntex-33-Ag-54_B;Botlek-41-Ag-27_D;990-01-Ag-15_A
Pryntex-33-Ag-56_B;Botlek-41-Ag-28_D;990-01-Ag-16_B
Pryntex-33-Ag-57_B;Botlek-41-Ag-29_B;990-01-Ag-17_B
Pryntex-33-Ag-58_B;Botlek-41-Ag-3_C;990-01-Ag-18_B
Pryntex-33-Ag-59_B;Botlek-41-Ag-30_B;990-01-Ag-19_B
Pryntex-34-Ag-02_B;Botlek-41-Ag-31_B;990-01-Ag-2_A
Pryntex-34-Ag-03_B;Botlek-41-Ag-32_B;990-01-Ag-21_B
Pryntex-34-Ag-04_C;Botlek-41-Ag-33_D;990-01-Ag-22_A
Pryntex-34-Ag-05_B;Botlek-41-Ag-34_B;990-01-Ag-23_D
Pryntex-34-Ag-06_B;Botlek-41-Ag-35_B;990-01-Ag-24_B
Pryntex-34-Ag-07_B;Botlek-41-Ag-36_C;990-01-Ag-25_A
Pryntex-34-Ag-08_B;Botlek-41-Ag-37_B;990-01-Ag-26_A
Pryntex-34-Ag-09_B;Botlek-41-Ag-38_D;990-01-Ag-27_B
Pryntex-34-Ag-10_D;Botlek-41-Ag-39_B;990-01-Ag-28_B
Pryntex-34-Ag-11_B;Botlek-41-Ag-4_B;990-01-Ag-29_B
Pryntex-34-Ag-12_B;Botlek-41-Ag-40_B;990-01-Ag-3_B
Pryntex-34-Ag-13_D;Botlek-41-Ag-41_D;990-01-Ag-30_B
Pryntex-34-Ag-14_C;Botlek-41-Ag-42_C;990-01-Ag-31_A
Pryntex-34-Ag-16_C;Botlek-41-Ag-44_B;990-01-Ag-32_A
Pryntex-34-Ag-17_A;Botlek-41-Ag-5_B;990-01-Ag-33_A
Pryntex-34-Ag-18_C;Botlek-41-Ag-6_B;990-01-Ag-34_B
Pryntex-34-Ag-19_C;Botlek-41-Ag-7_C;990-01-Ag-35_B
Pryntex-34-Ag-20_B;Botlek-41-Ag-8_B;990-01-Ag-36_B
Pryntex-34-Ag-21_C;Botlek-41-Ag-9_D;990-01-Ag-37_B
Pryntex-34-Ag-22_C;Botlek-42-Ag-10_B;990-01-Ag-38_A
Pryntex-34-Ag-23_B;Botlek-42-Ag-11_B;990-01-Ag-39_A
Pryntex-34-Ag-24_B;Botlek-42-Ag-12_D;990-01-Ag-4_A
Pryntex-34-Ag-25_B;Botlek-42-Ag-13_C;990-01-Ag-40_B
Pryntex-34-Ag-26_B;Botlek-42-Ag-14_D;990-01-Ag-41_A
Pryntex-34-Ag-27_B;Botlek-42-Ag-15_C;990-01-Ag-42_B
Pryntex-34-Ag-28_B;Botlek-42-Ag-16_D;990-01-Ag-43_B
Pryntex-34-Ag-29_C;Botlek-42-Ag-17_D;990-01-Ag-44_B
Pryntex-34-Ag-30_B;Botlek-42-Ag-18_B;990-01-Ag-45_B
Pryntex-34-Ag-31_B;Botlek-42-Ag-19_B;990-01-Ag-5_B
Pryntex-34-Ag-32_D;Botlek-42-Ag-20_B;990-01-Ag-6_B
Pryntex-34-Ag-33_C;Botlek-42-Ag-22_B;990-01-Ag-7_B
Pryntex-34-Ag-34_C;Botlek-42-Ag-23_D;990-01-Ag-9_D
Pryntex-34-Ag-35_B;Botlek-42-Ag-24_D;990-02-Ag-1_A
Pryntex-34-Ag-36_B;Botlek-42-Ag-25_B;990-02-Ag-10_B
Pryntex-34-Ag-37_C;Botlek-42-Ag-26_D;990-02-Ag-11_A
Pryntex-34-Ag-38_C;Botlek-42-Ag-27_D;990-02-Ag-12_B
Pryntex-34-Ag-40_C;Botlek-42-Ag-28_C;990-02-Ag-13_B
Pryntex-34-Ag-41_C;Botlek-42-Ag-29_D;990-02-Ag-15_B
Pryntex-34-Ag-42_D;Botlek-42-Ag-3_B;990-02-Ag-16_B
Pryntex-34-Ag-43_D;Botlek-42-Ag-30_D;990-02-Ag-17_B
Pryntex-34-Ag-44_B;Botlek-42-Ag-31_C;990-02-Ag-18_B
Pryntex-34-Ag-45_D;Botlek-42-Ag-32_D;990-02-Ag-19_A
Pryntex-34-Ag-46_B;Botlek-42-Ag-33_B;990-02-Ag-2_A
Pryntex-34-Ag-47_B;Botlek-42-Ag-34_D;990-02-Ag-20_B
Pryntex-34-Ag-48_B;Botlek-42-Ag-35_C;990-02-Ag-3_A
Pryntex-34-Ag-49_B;Botlek-42-Ag-36_C;990-02-Ag-5_B
Pryntex-34-Ag-50_A;Botlek-42-Ag-37_B;990-02-Ag-6_B
Pryntex-34-Ag-51_B;Botlek-42-Ag-39_D;990-02-Ag-7_B
Pryntex-34-Ag-52_B;Botlek-42-Ag-4_B;990-02-Ag-9_B
Pryntex-34-Ag-53_B;Botlek-42-Ag-41_B;990-03-Ag-10_A
Pryntex-34-Ag-54_C;Botlek-42-Ag-42_D;990-03-Ag-11_B
Pryntex-34-Ag-55_C;Botlek-42-Ag-44_B;990-03-Ag-12_B
Pryntex-34-Ag-56_B;Botlek-42-Ag-45_B;990-03-Ag-13_B
Pryntex-34-Ag-57_A;Botlek-42-Ag-47_C;990-03-Ag-14_B
Pryntex-34-Ag-58_B;Botlek-42-Ag-48_D;990-03-Ag-15_B
Pryntex-34-Ag-59_B;Botlek-42-Ag-49_C;990-03-Ag-16_B
Pryntex-34-Ag-60_B;Botlek-42-Ag-5_B;990-03-Ag-17_A
Pryntex-34-Ag-61_B;Botlek-42-Ag-52_B;990-03-Ag-18_B
Pryntex-34-Ag-63_C;Botlek-42-Ag-53_B;990-03-Ag-19_D
Pryntex-34-Ag-64_B;Botlek-42-Ag-54_B;990-03-Ag-2_D
Pryntex-34-Ag-65_B;Botlek-42-Ag-6_B;990-03-Ag-20_B
Pryntex-34-Ag-66_C;Botlek-42-Ag-7_B;990-03-Ag-21_B
Pryntex-35-Ag-01_D;Botlek-42-Ag-8_B;990-03-Ag-22_B
Pryntex-35-Ag-02_D;Botlek-42-Ag-9_C;990-03-Ag-23_B
Pryntex-35-Ag-03_D;Botlek-43-Ag-10_B;990-03-Ag-24_B
Pryntex-35-Ag-04_A;Botlek-43-Ag-11_B;990-03-Ag-25_B
Pryntex-35-Ag-05_D;Botlek-43-Ag-12_C;990-03-Ag-26_B
Pryntex-35-Ag-06_D;Botlek-43-Ag-13_D;990-03-Ag-27_B
Pryntex-35-Ag-07_B;Botlek-43-Ag-14_B;990-03-Ag-28_A
Pryntex-35-Ag-08_B;Botlek-43-Ag-15_D;990-03-Ag-29_B
Pryntex-35-Ag-09_B;Botlek-43-Ag-16_D;990-03-Ag-3_B
Pryntex-35-Ag-10_B;Botlek-43-Ag-18_B;990-03-Ag-30_B
Pryntex-35-Ag-11_B;Botlek-43-Ag-19_C;990-03-Ag-31_B
Pryntex-35-Ag-12_B;Botlek-43-Ag-20_D;990-03-Ag-32_B
Pryntex-35-Ag-13_C;Botlek-43-Ag-21_D;990-03-Ag-33_B
Pryntex-35-Ag-14_D;Botlek-43-Ag-22_B;990-03-Ag-34_B
Pryntex-35-Ag-15_B;Botlek-43-Ag-23_D;990-03-Ag-35_B
Pryntex-35-Ag-16_B;Botlek-43-Ag-24_D;990-03-Ag-36_B
Pryntex-35-Ag-17_B;Botlek-43-Ag-25_B;990-03-Ag-37_B
Pryntex-35-Ag-18_B;Botlek-43-Ag-26_D;990-03-Ag-38_B
Pryntex-35-Ag-19_B;Botlek-43-Ag-27_B;990-03-Ag-39_B
Pryntex-35-Ag-20_B;Botlek-43-Ag-28_C;990-03-Ag-40_B
Pryntex-35-Ag-21_B;Botlek-43-Ag-29_C;990-03-Ag-41_B
Pryntex-35-Ag-22_B;Botlek-43-Ag-30_B;990-03-Ag-42_D
Pryntex-35-Ag-23_B;Botlek-43-Ag-31_B;990-03-Ag-43_B
Pryntex-35-Ag-24_B;Botlek-43-Ag-32_D;990-03-Ag-5_A
Pryntex-35-Ag-25_A;Botlek-43-Ag-33_D;990-03-Ag-6_B
Pryntex-35-Ag-26_D;Botlek-43-Ag-34_B;990-03-Ag-7_B
Pryntex-35-Ag-28_C;Botlek-43-Ag-35_B;990-03-Ag-8_D
Pryntex-35-Ag-29_D;Botlek-43-Ag-36_D;990-03-Ag-9_B
Pryntex-35-Ag-30_C;Botlek-43-Ag-37_B;990-04-Ag-10_B
Pryntex-35-Ag-31_C;Botlek-43-Ag-38_B;990-04-Ag-11_B
Pryntex-35-Ag-32_B;Botlek-43-Ag-39_C;990-04-Ag-12_B
Pryntex-35-Ag-33_B;Botlek-43-Ag-40_B;990-04-Ag-13_A
Pryntex-35-Ag-34_B;Botlek-43-Ag-41_D;990-04-Ag-14_D
Pryntex-35-Ag-35_D;Botlek-43-Ag-42_B;990-04-Ag-15_D
Pryntex-35-Ag-36_D;Botlek-43-Ag-43_D;990-04-Ag-16_B
Pryntex-35-Ag-37_D;Botlek-43-Ag-45_B;990-04-Ag-18_B
Pryntex-35-Ag-38_C;Botlek-43-Ag-46_B;990-04-Ag-19_B
Pryntex-35-Ag-39_B;Botlek-43-Ag-47_D;990-04-Ag-2_D
Pryntex-35-Ag-40_B;Botlek-43-Ag-48_B;990-04-Ag-20_D
Pryntex-35-Ag-41_C;Botlek-43-Ag-49_D;990-04-Ag-21_B
Pryntex-35-Ag-42_B;Botlek-43-Ag-5_B;990-04-Ag-22_B
Pryntex-35-Ag-43_B;Botlek-43-Ag-50_D;990-04-Ag-23_B
Pryntex-35-Ag-44_B;Botlek-43-Ag-51_B;990-04-Ag-24_B
Pryntex-35-Ag-45_B;Botlek-43-Ag-52_D;990-04-Ag-25_A
Pryntex-35-Ag-46_C;Botlek-43-Ag-53_D;990-04-Ag-26_B
Pryntex-35-Ag-47_C;Botlek-43-Ag-54_C;990-04-Ag-27_A
Pryntex-35-Ag-48_B;Botlek-43-Ag-55_C;990-04-Ag-28_A
Pryntex-35-Ag-49_B;Botlek-43-Ag-56_D;990-04-Ag-29_B
Pryntex-35-Ag-50_B;Botlek-43-Ag-57_B;990-04-Ag-3_B
Pryntex-35-Ag-51_B;Botlek-43-Ag-58_B;990-04-Ag-30_B
Pryntex-35-Ag-52_C;Botlek-43-Ag-59_B;990-04-Ag-31_C
Pryntex-35-Ag-53_B;Botlek-43-Ag-6_B;990-04-Ag-5_B
Pryntex-35-Ag-54_D;Botlek-43-Ag-60_C;990-04-Ag-6_D
Pryntex-35-Ag-55_B;Botlek-43-Ag-61_D;990-04-Ag-7_A
Pryntex-35-Ag-56_B;Botlek-43-Ag-62_B;990-04-Ag-8_B
Pryntex-35-Ag-57_B;Botlek-43-Ag-64_D;990-04-Ag-9_B
Pryntex-35-Ag-58_D;Botlek-43-Ag-65_D;990-05-Ag-1_B
Pryntex-35-Ag-59_C;Botlek-43-Ag-66_D;990-05-Ag-10_A
Pryntex-35-Ag-60_B;Botlek-43-Ag-67_B;990-05-Ag-11_A
Pryntex-35-Ag-61_B;Botlek-43-Ag-68_D;990-05-Ag-12_B
Pryntex-35-Ag-63_B;Botlek-43-Ag-7_C;990-05-Ag-13_C
Pryntex-36-Ag-02_B;Botlek-43-Ag-8_B;990-05-Ag-14_B
Pryntex-36-Ag-03_B;Botlek-43-Ag-9_B;990-05-Ag-15_A
Pryntex-36-Ag-04_B;Botlek-44-Ag-1_D;990-05-Ag-16_A
Pryntex-36-Ag-06_C;Botlek-44-Ag-10_C;990-05-Ag-17_B
Pryntex-36-Ag-07_B;Botlek-44-Ag-11_C;990-05-Ag-18_B
Pryntex-36-Ag-08_D;Botlek-44-Ag-12_D;990-05-Ag-19_A
Pryntex-36-Ag-09_B;Botlek-44-Ag-13_D;990-05-Ag-2_B
Pryntex-36-Ag-10_D;Botlek-44-Ag-14_B;990-05-Ag-20_A
Pryntex-36-Ag-11_D;Botlek-44-Ag-16_C;990-05-Ag-21_C
Pryntex-36-Ag-12_D;Botlek-44-Ag-17_C;990-05-Ag-22_A
Pryntex-36-Ag-13_D;Botlek-44-Ag-18_B;990-05-Ag-25_A
Pryntex-36-Ag-14_B;Botlek-44-Ag-19_B;990-05-Ag-26_B
Pryntex-36-Ag-15_B;Botlek-44-Ag-2_C;990-05-Ag-27_A
Pryntex-36-Ag-16_B;Botlek-44-Ag-20_B;990-05-Ag-28_A
Pryntex-36-Ag-17_C;Botlek-44-Ag-21_D;990-05-Ag-29_A
Pryntex-36-Ag-18_B;Botlek-44-Ag-22_B;990-05-Ag-3_D
Pryntex-36-Ag-19_B;Botlek-44-Ag-23_D;990-05-Ag-30_B
Pryntex-36-Ag-20_B;Botlek-44-Ag-24_D;990-05-Ag-31_B
Pryntex-36-Ag-21_B;Botlek-44-Ag-25_D;990-05-Ag-32_B
Pryntex-36-Ag-22_B;Botlek-44-Ag-26_B;990-05-Ag-33_A
Pryntex-36-Ag-23_B;Botlek-44-Ag-27_D;990-05-Ag-34_B
Pryntex-36-Ag-24_B;Botlek-44-Ag-28_B;990-05-Ag-35_B
Pryntex-36-Ag-25_B;Botlek-44-Ag-29_B;990-05-Ag-36_B
Pryntex-36-Ag-26_B;Botlek-44-Ag-3_D;990-05-Ag-37_B
Pryntex-36-Ag-27_C;Botlek-44-Ag-30_B;990-05-Ag-38_B
Pryntex-36-Ag-28_B;Botlek-44-Ag-31_B;990-05-Ag-39_B
Pryntex-36-Ag-29_B;Botlek-44-Ag-32_B;990-05-Ag-4_B
Pryntex-36-Ag-30_B;Botlek-44-Ag-33_C;990-05-Ag-5_B
Pryntex-36-Ag-31_D;Botlek-44-Ag-34_B;990-05-Ag-6_B
Pryntex-36-Ag-32_B;Botlek-44-Ag-35_D;990-05-Ag-7_B
Pryntex-36-Ag-33_B;Botlek-44-Ag-37_D;990-05-Ag-8_A
Pryntex-36-Ag-34_D;Botlek-44-Ag-38_A;990-05-Ag-9_B
Pryntex-36-Ag-35_B;Botlek-44-Ag-4_B;990-06-Ag-1_B
Pryntex-36-Ag-36_B;Botlek-44-Ag-5_B;990-06-Ag-10_B
Pryntex-36-Ag-37_B;Botlek-44-Ag-6_B;990-06-Ag-11_A
Pryntex-36-Ag-38_C;Botlek-44-Ag-7_D;990-06-Ag-12_B
Pryntex-36-Ag-39_B;Botlek-44-Ag-8_D;990-06-Ag-13_B
Pryntex-36-Ag-40_B;Botlek-44-Ag-9_D;990-06-Ag-14_D
Pryntex-36-Ag-41_B;Botlek-45-Ag-10_D;990-06-Ag-15_B
Pryntex-36-Ag-42_B;Botlek-45-Ag-11_C;990-06-Ag-16_B
Pryntex-36-Ag-43_B;Botlek-45-Ag-12_B;990-06-Ag-17_A
Pryntex-36-Ag-44_D;Botlek-45-Ag-13_B;990-06-Ag-18_A
Pryntex-36-Ag-45_B;Botlek-45-Ag-14_B;990-06-Ag-2_A
Pryntex-36-Ag-46_B;Botlek-45-Ag-15_D;990-06-Ag-20_A
Pryntex-36-Ag-47_B;Botlek-45-Ag-16_D;990-06-Ag-21_A
Pryntex-36-Ag-49_C;Botlek-45-Ag-17_C;990-06-Ag-22_B
Pryntex-36-Ag-50_B;Botlek-45-Ag-18_C;990-06-Ag-23_B
Pryntex-36-Ag-51_D;Botlek-45-Ag-19_D;990-06-Ag-24_B
Pryntex-36-Ag-52_B;Botlek-45-Ag-2_B;990-06-Ag-25_B
Pryntex-36-Ag-53_B;Botlek-45-Ag-20_B;990-06-Ag-26_B
Pryntex-36-Ag-55_C;Botlek-45-Ag-21_B;990-06-Ag-27_A
Pryntex-36-Ag-56_B;Botlek-45-Ag-22_B;990-06-Ag-28_B
Pryntex-36-Ag-57_B;Botlek-45-Ag-23_D;990-06-Ag-29_B
Pryntex-36-Ag-58_B;Botlek-45-Ag-24_D;990-06-Ag-3_C
Pryntex-36-Ag-59_B;Botlek-45-Ag-27_B;990-06-Ag-30_B
Pryntex-36-Ag-60_B;Botlek-45-Ag-28_C;990-06-Ag-31_B
Pryntex-36-Ag-61_D;Botlek-45-Ag-29_D;990-06-Ag-32_B
Pryntex-36-Ag-62_B;Botlek-45-Ag-3_D;990-06-Ag-33_B
Pryntex-36-Ag-63_D;Botlek-45-Ag-30_D;990-06-Ag-34_A
Pryntex-36-Ag-64_D;Botlek-45-Ag-31_D;990-06-Ag-35_A
Pryntex-36-Ag-65_C;Botlek-45-Ag-32_B;990-06-Ag-36_A
Pryntex-36-Ag-66_B;Botlek-45-Ag-33_C;990-06-Ag-37_B
Pryntex-36-Ag-67_B;Botlek-45-Ag-34_B;990-06-Ag-38_C
Pryntex-36-Ag-68_B;Botlek-45-Ag-35_D;990-06-Ag-39_B
Pryntex-36-Ag-69_B;Botlek-45-Ag-36_D;990-06-Ag-4_B
Pryntex-36-Ag-70_B;Botlek-45-Ag-38_B;990-06-Ag-40_B
Pryntex-36-Ag-71_B;Botlek-45-Ag-4_B;990-06-Ag-41_B
Pryntex-36-Ag-72_B;Botlek-45-Ag-40_C;990-06-Ag-42_D
Pryntex-36-Ag-74_B;Botlek-45-Ag-41_C;990-06-Ag-43_B
Pryntex-37-Ag-02_B;Botlek-45-Ag-42_C;990-06-Ag-44_A
Pryntex-37-Ag-03_D;Botlek-45-Ag-43_B;990-06-Ag-45_B
Pryntex-37-Ag-04_C;Botlek-45-Ag-44_B;990-06-Ag-46_A
Pryntex-37-Ag-05_B;Botlek-45-Ag-45_B;990-06-Ag-47_A
Pryntex-37-Ag-06_B;Botlek-45-Ag-47_D;990-06-Ag-48_B
Pryntex-37-Ag-07_B;Botlek-45-Ag-48_C;990-06-Ag-49_B
Pryntex-37-Ag-08_B;Botlek-45-Ag-49_B;990-06-Ag-5_B
Pryntex-37-Ag-09_B;Botlek-45-Ag-5_D;990-06-Ag-50_B
Pryntex-37-Ag-10_B;Botlek-45-Ag-50_C;990-06-Ag-51_A
Pryntex-37-Ag-12_B;Botlek-45-Ag-6_B;990-06-Ag-52_B
Pryntex-37-Ag-13_B;Botlek-45-Ag-7_B;990-06-Ag-53_B
Pryntex-37-Ag-14_C;Botlek-45-Ag-8_B;990-06-Ag-6_B
Pryntex-37-Ag-15_B;Botlek-45-Ag-9_B;990-06-Ag-7_B
Pryntex-37-Ag-16_B;Botlek-46-Ag-10_C;990-06-Ag-8_D
Pryntex-37-Ag-17_C;Botlek-46-Ag-11_D;990-06-Ag-9_D
Pryntex-37-Ag-18_B;Botlek-46-Ag-12_D;990-07-Ag-10_B
Pryntex-37-Ag-19_D;Botlek-46-Ag-13_B;990-07-Ag-11_B
Pryntex-37-Ag-20_B;Botlek-46-Ag-14_C;990-07-Ag-12_B
Pryntex-37-Ag-21_B;Botlek-46-Ag-15_D;990-07-Ag-13_B
Pryntex-37-Ag-22_B;Botlek-46-Ag-16_D;990-07-Ag-14_A
Pryntex-37-Ag-23_B;Botlek-46-Ag-17_D;990-07-Ag-15_B
Pryntex-37-Ag-24_B;Botlek-46-Ag-18_D;990-07-Ag-16_B
Pryntex-37-Ag-25_D;Botlek-46-Ag-19_B;990-07-Ag-17_B
Pryntex-37-Ag-26_C;Botlek-46-Ag-2_A;990-07-Ag-18_B
Pryntex-37-Ag-27_B;Botlek-46-Ag-20_B;990-07-Ag-19_B
Pryntex-37-Ag-29_B;Botlek-46-Ag-21_B;990-07-Ag-2_B
Pryntex-37-Ag-30_C;Botlek-46-Ag-22_D;990-07-Ag-20_D
Pryntex-37-Ag-31_B;Botlek-46-Ag-23_D;990-07-Ag-21_B
Pryntex-37-Ag-32_B;Botlek-46-Ag-24_D;990-07-Ag-22_A
Pryntex-37-Ag-33_C;Botlek-46-Ag-26_C;990-07-Ag-23_D
Pryntex-37-Ag-34_D;Botlek-46-Ag-27_B;990-07-Ag-24_B
Pryntex-37-Ag-35_B;Botlek-46-Ag-28_D;990-07-Ag-25_A
Pryntex-37-Ag-36_B;Botlek-46-Ag-29_B;990-07-Ag-26_A
Pryntex-37-Ag-37_B;Botlek-46-Ag-3_D;990-07-Ag-27_B
Pryntex-37-Ag-38_B;Botlek-46-Ag-30_A;990-07-Ag-28_B
Pryntex-37-Ag-39_B;Botlek-46-Ag-31_C;990-07-Ag-29_A
Pryntex-37-Ag-40_B;Botlek-46-Ag-32_B;990-07-Ag-3_B
Pryntex-37-Ag-41_B;Botlek-46-Ag-33_B;990-07-Ag-30_B
Pryntex-37-Ag-42_D;Botlek-46-Ag-34_D;990-07-Ag-31_A
Pryntex-37-Ag-43_A;Botlek-46-Ag-35_C;990-07-Ag-32_B
Pryntex-37-Ag-44_C;Botlek-46-Ag-36_B;990-07-Ag-33_B
Pryntex-37-Ag-45_B;Botlek-46-Ag-37_D;990-07-Ag-34_A
Pryntex-37-Ag-46_D;Botlek-46-Ag-38_B;990-07-Ag-4_D
Pryntex-37-Ag-47_C;Botlek-46-Ag-39_B;990-07-Ag-5_B
Pryntex-37-Ag-48_D;Botlek-46-Ag-4_C;990-07-Ag-6_A
Pryntex-37-Ag-49_B;Botlek-46-Ag-40_D;990-07-Ag-7_B
Pryntex-37-Ag-50_B;Botlek-46-Ag-41_D;990-07-Ag-8_A
Pryntex-37-Ag-52_D;Botlek-46-Ag-42_D;990-07-Ag-9_B
Pryntex-37-Ag-53_B;Botlek-46-Ag-43_C;990-08-Ag-10_B
Pryntex-37-Ag-54_B;Botlek-46-Ag-44_B;990-08-Ag-11_B
Pryntex-38-Ag-01_D;Botlek-46-Ag-45_D;990-08-Ag-12_D
Pryntex-38-Ag-02_B;Botlek-46-Ag-46_C;990-08-Ag-13_B
Pryntex-38-Ag-03_C;Botlek-46-Ag-47_C;990-08-Ag-14_D
Pryntex-38-Ag-04_B;Botlek-46-Ag-48_D;990-08-Ag-15_B
Pryntex-38-Ag-05_C;Botlek-46-Ag-5_D;990-08-Ag-16_C
Pryntex-38-Ag-06_D;Botlek-46-Ag-50_B;990-08-Ag-17_B
Pryntex-38-Ag-07_B;Botlek-46-Ag-51_B;990-08-Ag-18_C
Pryntex-38-Ag-08_B;Botlek-46-Ag-52_B;990-08-Ag-19_B
Pryntex-38-Ag-09_B;Botlek-46-Ag-53_B;990-08-Ag-2_B
Pryntex-38-Ag-10_B;Botlek-46-Ag-6_D;990-08-Ag-20_B
Pryntex-38-Ag-11_B;Botlek-46-Ag-8_D;990-08-Ag-21_B
Pryntex-38-Ag-12_B;Botlek-46-Ag-9_D;990-08-Ag-22_B
Pryntex-38-Ag-13_B;Botlek-47-Ag-10_D;990-08-Ag-23_A
Pryntex-38-Ag-14_B;Botlek-47-Ag-11_D;990-08-Ag-24_A
Pryntex-38-Ag-15_B;Botlek-47-Ag-12_B;990-08-Ag-25_B
Pryntex-38-Ag-16_B;Botlek-47-Ag-13_B;990-08-Ag-26_B
Pryntex-38-Ag-17_C;Botlek-47-Ag-14_B;990-08-Ag-27_B
Pryntex-38-Ag-18_D;Botlek-47-Ag-15_B;990-08-Ag-28_A
Pryntex-38-Ag-19_B;Botlek-47-Ag-16_C;990-08-Ag-29_B
Pryntex-38-Ag-20_B;Botlek-47-Ag-18_B;990-08-Ag-3_B
Pryntex-38-Ag-21_D;Botlek-47-Ag-19_B;990-08-Ag-30_B
Pryntex-38-Ag-22_B;Botlek-47-Ag-20_A;990-08-Ag-31_C
Pryntex-38-Ag-23_C;Botlek-47-Ag-21_B;990-08-Ag-32_B
Pryntex-38-Ag-24_B;Botlek-47-Ag-22_D;990-08-Ag-33_B
Pryntex-38-Ag-25_B;Botlek-47-Ag-23_B;990-08-Ag-34_A
Pryntex-38-Ag-26_B;Botlek-47-Ag-24_B;990-08-Ag-35_C
Pryntex-38-Ag-27_D;Botlek-47-Ag-25_B;990-08-Ag-36_A
Pryntex-38-Ag-28_B;Botlek-47-Ag-26_B;990-08-Ag-37_B
Pryntex-38-Ag-29_B;Botlek-47-Ag-27_D;990-08-Ag-38_A
Pryntex-38-Ag-30_B;Botlek-47-Ag-28_D;990-08-Ag-39_B
Pryntex-38-Ag-31_B;Botlek-47-Ag-29_B;990-08-Ag-4_A
Pryntex-38-Ag-33_D;Botlek-47-Ag-3_B;990-08-Ag-40_C
Pryntex-38-Ag-34_C;Botlek-47-Ag-30_D;990-08-Ag-41_A
Pryntex-38-Ag-35_B;Botlek-47-Ag-31_B;990-08-Ag-42_A
Pryntex-38-Ag-36_B;Botlek-47-Ag-32_B;990-08-Ag-43_A
Pryntex-38-Ag-37_D;Botlek-47-Ag-33_D;990-08-Ag-44_B
Pryntex-38-Ag-38_B;Botlek-47-Ag-34_B;990-08-Ag-5_A
